p_1_x,p_1_y,p_1_z,p_2_x,p_2_y,p_2_z,p_3_x,p_3_y,p_3_z,p_4_x,p_4_y,p_4_z,p_5_x,p_5_y,p_5_z,p_6_x,p_6_y,p_6_z,p_7_x,p_7_y,p_7_z,p_8_x,p_8_y,p_8_z,p_9_x,p_9_y,p_9_z,p_10_x,p_10_y,p_10_z,p_11_x,p_11_y,p_11_z,p_12_x,p_12_y,p_12_z,p_13_x,p_13_y,p_13_z,p_14_x,p_14_y,p_14_z,p_15_x,p_15_y,p_15_z,p_16_x,p_16_y,p_16_z,p_17_x,p_17_y,p_17_z,p_18_x,p_18_y,p_18_z,p_19_x,p_19_y,p_19_z,p_20_x,p_20_y,p_20_z,p_21_x,p_21_y,p_21_z,sign,d
0.7622811198234558,0.431012213230133,3.7084762880112976e-05,0.7601683139801025,0.363006591796875,0.0181021932512521,0.7225887775421143,0.2996774911880493,-0.0048071192577481,0.6642264127731323,0.2731880247592926,-0.0254807285964489,0.6223490238189697,0.2668152749538421,-0.0413604490458965,0.7387961149215698,0.2646129727363586,-0.0960877016186714,0.6569424271583557,0.2335621416568756,-0.0959997549653053,0.6415947079658508,0.2640795111656189,-0.0632470175623893,0.6423295140266418,0.2808524668216705,-0.0397510603070259,0.7244521379470825,0.3019958734512329,-0.114666074514389,0.6391737461090088,0.2740511000156402,-0.1059153825044632,0.6450639367103577,0.3102968633174896,-0.0514487028121948,0.6631767153739929,0.3276077210903168,-0.0307603813707828,0.7051572799682617,0.345174491405487,-0.1275944113731384,0.6273689270019531,0.3175822794437408,-0.1087244227528572,0.6410422325134277,0.3476504385471344,-0.0586940124630928,0.6631802320480347,0.3621582388877868,-0.0447829142212867,0.6845068335533142,0.386890172958374,-0.1406757980585098,0.6285980343818665,0.3632472157478332,-0.1235528290271759,0.6389085650444031,0.3814049959182739,-0.0989456325769424,0.6547815799713135,0.3928127288818359,-0.0961938872933387,1,0.13010468513820647
0.748956561088562,0.4547710418701172,2.456140828144271e-05,0.7568491101264954,0.3877297639846802,0.0418969541788101,0.7275065183639526,0.3210943639278412,0.0273922812193632,0.6742638945579529,0.2874389290809631,0.0110073266550898,0.632631778717041,0.273524522781372,-0.0020550973713397,0.7446420788764954,0.2763421535491943,-0.0780692175030708,0.6583541035652161,0.2516028881072998,-0.0538617707788944,0.6580632925033569,0.2870548963546753,-0.0064191715791821,0.6751750707626343,0.2998682856559753,0.0240550860762596,0.7256094217300415,0.3121903836727142,-0.1029210239648819,0.6379376649856567,0.2960791289806366,-0.0717317014932632,0.6465849280357361,0.3316150903701782,-0.013324512168765,0.6667732000350952,0.340490460395813,0.0071149705909192,0.7020971775054932,0.3560273647308349,-0.1194232031702995,0.6260759830474854,0.3373039662837982,-0.0761737674474716,0.6417531371116638,0.3694010078907013,-0.0273545607924461,0.6628621220588684,0.3774630725383758,-0.0191348046064376,0.6776555180549622,0.3982645571231842,-0.1338892877101898,0.6239389181137085,0.3868460953235626,-0.0988206639885902,0.6406325101852417,0.4103787243366241,-0.0737779289484024,0.6577510833740234,0.4171625971794128,-0.0743316039443016,1,0.14581795459828462
0.7486062049865723,0.4649296998977661,-1.445194720872678e-05,0.7620899081230164,0.3995398879051208,0.0430188253521919,0.7386348843574524,0.330360472202301,0.02677190490067,0.6916789412498474,0.2962400913238525,0.0080334953963756,0.65683913230896,0.2895679771900177,-0.0070025050081312,0.7489567399024963,0.27887824177742,-0.0764389261603355,0.6674525141716003,0.2502511739730835,-0.0492101535201072,0.6623725891113281,0.2823049426078796,-0.0011407554848119,0.6768403649330139,0.2950143218040466,0.0296903606504201,0.7277674674987793,0.3095603287220001,-0.1021415814757347,0.642788827419281,0.2906802594661712,-0.0653548464179039,0.647109866142273,0.3273291885852813,-0.005995750427246,0.6665962338447571,0.3375826478004455,0.015431486070156,0.701936662197113,0.3496503829956054,-0.1194492653012275,0.6277223825454712,0.3321978151798248,-0.073808953166008,0.6388087272644043,0.3653750717639923,-0.0278791338205337,0.6586927175521851,0.3741158843040466,-0.0223508309572935,0.6756022572517395,0.3905366957187652,-0.1337348073720932,0.6221838593482971,0.3810972571372986,-0.0913573578000068,0.6379197239875793,0.4074578583240509,-0.0644769519567489,0.6566588282585144,0.4127253293991089,-0.0646790787577629,1,0.12315748419282015
0.7550989389419556,0.4680009484291076,-2.027930167969316e-05,0.7638853788375854,0.3974871933460235,0.0476740039885044,0.7374435067176819,0.3275863826274872,0.0321626625955104,0.688204824924469,0.2944430410861969,0.0126157328486442,0.6504278182983398,0.2889227569103241,-0.0024927207268774,0.7483559846878052,0.2750750184059143,-0.0669612139463424,0.6655464172363281,0.250353455543518,-0.0386583395302295,0.6640434861183167,0.2866092324256897,0.0090183727443218,0.6816763281822205,0.3002785444259643,0.0397910587489604,0.7279065847396851,0.3065249025821686,-0.0957648083567619,0.6411370038986206,0.2895541787147522,-0.057760115712881,0.6470879316329956,0.3278952240943908,0.001572971814312,0.6672664284706116,0.3382907211780548,0.0245586801320314,0.7023445963859558,0.3479765951633453,-0.1161992698907852,0.6248628497123718,0.3322355449199676,-0.0691249668598175,0.6380041837692261,0.3672475516796112,-0.0228430833667516,0.6589892506599426,0.3762819170951843,-0.0160598009824752,0.6754264831542969,0.391118586063385,-0.1339666843414306,0.61983722448349,0.3823218643665313,-0.0887653157114982,0.637615442276001,0.4098497629165649,-0.0604245252907276,0.658450186252594,0.4150233566761017,-0.059358961880207,1,0.12635552876262388
0.7533483505249023,0.4769641160964966,8.014957302293624e-07,0.7661411762237549,0.4010446965694427,0.0479468815028667,0.7459954619407654,0.3239200711250305,0.0358813107013702,0.6993888020515442,0.2882001996040344,0.0215282682329416,0.6657660603523254,0.2882856428623199,0.0077797095291316,0.7465609908103943,0.2734763026237488,-0.0685707330703735,0.6618064045906067,0.2575481235980987,-0.0371373295783996,0.6596723198890686,0.292859673500061,0.0082317469641566,0.677226722240448,0.3039455413818359,0.0328555479645729,0.7233521938323975,0.3077742159366607,-0.0952718555927276,0.6381605863571167,0.3012551069259643,-0.047874454408884,0.6447203159332275,0.3385429978370666,0.0108015723526477,0.6650700569152832,0.3477657437324524,0.0282686501741409,0.6962813138961792,0.3523649871349334,-0.1120785772800445,0.6226217746734619,0.344508945941925,-0.0595593117177486,0.6332975625991821,0.3790075182914734,-0.0175729896873235,0.6520996689796448,0.3894771337509155,-0.0162999890744686,0.6680443286895752,0.3983347713947296,-0.1264156699180603,0.6141579747200012,0.3875421285629272,-0.0799621939659118,0.6298904418945312,0.414745956659317,-0.051552165299654,0.6475187540054321,0.4247007369995117,-0.0508653745055198,1,0.13763009154024522
0.7540268898010254,0.4793410301208496,5.405244792200392e-06,0.7657987475395203,0.4024352431297302,0.0600196681916713,0.7468430995941162,0.3268362581729889,0.0528644658625125,0.7021922469139099,0.28981414437294,0.0401589088141918,0.6672645211219788,0.2875907123088836,0.0265199802815914,0.7485367059707642,0.2748014330863952,-0.0520158410072326,0.666376531124115,0.2540919482707977,-0.0201149638742208,0.660642683506012,0.2875202000141144,0.025156382471323,0.6761130690574646,0.3015085458755493,0.0527642890810966,0.7255703210830688,0.305553674697876,-0.0831008329987526,0.6401881575584412,0.2976557314395904,-0.0340477749705314,0.6450042724609375,0.3373667299747467,0.0252710841596126,0.6640195846557617,0.3475253582000732,0.0455271899700164,0.6983063220977783,0.346590131521225,-0.1039856970310211,0.6248770356178284,0.3434129953384399,-0.0494026020169258,0.634611189365387,0.3814264237880707,-0.0080519262701272,0.6529989838600159,0.3928592801094055,-0.0059399926103651,0.6698229312896729,0.3898417949676513,-0.1211623921990394,0.6165435910224915,0.3895374238491058,-0.0703782439231872,0.6321473717689514,0.4195704460144043,-0.0397385619580745,0.6511046886444092,0.4283058047294616,-0.0371338985860347,1,0.14163995700590606
0.7574930787086487,0.4824441075325012,2.2967171844356926e-06,0.7696872353553772,0.4037589430809021,0.0595308579504489,0.7524245977401733,0.3284067213535309,0.0537220910191535,0.7097340822219849,0.2911491394042969,0.0429270453751087,0.6755762100219727,0.2905203700065613,0.0304580871015787,0.7510818839073181,0.275382936000824,-0.0489483103156089,0.6687034964561462,0.2550419569015503,-0.0159293171018362,0.6613223552703857,0.2877868413925171,0.0274948235601186,0.676049530506134,0.3028987646102905,0.0526594445109367,0.7269817590713501,0.3048974573612213,-0.078416921198368,0.6427426934242249,0.2985431849956512,-0.0268583167344331,0.6467955708503723,0.3375871777534485,0.0305821504443883,0.6659430265426636,0.3483532965183258,0.0479908622801303,0.6996026635169983,0.3448576629161834,-0.0977153852581977,0.6280670166015625,0.3444061577320099,-0.0423585847020149,0.6370244026184082,0.3815509378910064,-0.0035943705588579,0.6556214690208435,0.3931451141834259,-0.0041977940127253,0.6722607612609863,0.3870826661586761,-0.1131283938884735,0.6203049421310425,0.3891530334949493,-0.0618176013231277,0.6353920698165894,0.4187779426574707,-0.033695712685585,0.6548117995262146,0.4273686707019806,-0.033894807100296,1,0.1384146601572978
0.753944456577301,0.4841560125350952,2.308302282472141e-05,0.7693119049072266,0.4023672342300415,0.0614681579172611,0.7551978230476379,0.325874388217926,0.0623585432767868,0.7155240774154663,0.2878269255161285,0.0583760552108287,0.6846868991851807,0.2911889553070068,0.0540558062493801,0.752778172492981,0.2747398018836975,-0.0440345518290996,0.6747345328330994,0.2529126703739166,-0.0098397508263587,0.6703671216964722,0.2848922908306122,0.0306145325303077,0.6867274045944214,0.3006367981433868,0.0534370131790638,0.7286077737808228,0.3034448325634002,-0.0728406757116317,0.6483823657035828,0.2928100228309631,-0.0193883329629898,0.6554853320121765,0.3294122219085693,0.0355727560818195,0.6767475605010986,0.3395681083202362,0.0496286712586879,0.7019413113594055,0.3435633778572082,-0.0904757976531982,0.6328217387199402,0.3342838585376739,-0.0367765538394451,0.6418059468269348,0.3685754537582397,-2.8559004931594245e-05,0.6604849696159363,0.3807295560836792,-0.0007577802170999,0.6746826767921448,0.3875227570533752,-0.1043668985366821,0.6220635175704956,0.3763653039932251,-0.0553296692669391,0.6352269053459167,0.4042670428752899,-0.0259025301784276,0.6537970304489136,0.4152665436267853,-0.0226153526455163,1,0.12786489711330568
0.7560312747955322,0.4850232601165771,1.5506380805163644e-05,0.7718473076820374,0.4005656838417053,0.0543394945561885,0.7578538060188293,0.3212752640247345,0.0518522784113884,0.7169758677482605,0.2818362116813659,0.045833121985197,0.683424174785614,0.286970853805542,0.0392279624938964,0.7537583112716675,0.2739056348800659,-0.0536594130098819,0.6743893027305603,0.2526699006557464,-0.0208149999380111,0.6709561347961426,0.2846218645572662,0.0215580444782972,0.687973141670227,0.3000867068767547,0.045825507491827,0.7274045944213867,0.3045291006565094,-0.0794830173254013,0.6477973461151123,0.294148325920105,-0.0254426524043083,0.6553512215614319,0.3301281034946441,0.0305040497332811,0.6766270399093628,0.3408752083778381,0.0456603728234767,0.6990578174591064,0.3459070026874542,-0.0940661802887916,0.6314584016799927,0.3361125588417053,-0.0404022373259067,0.6408467888832092,0.3697514533996582,-0.0037723616696894,0.6598768830299377,0.3827147483825683,-0.0039296685717999,0.6710677146911621,0.3906059861183166,-0.1054103896021843,0.6217482089996338,0.3768631815910339,-0.0560836642980575,0.6357991695404053,0.4039758443832397,-0.0262633822858333,0.6543886661529541,0.4154736697673797,-0.0220405925065279,1,0.13174230327301553
0.7548328042030334,0.4872056245803833,1.2469494322431274e-05,0.7721880674362183,0.4046258628368377,0.0567671880125999,0.7590506076812744,0.3235488533973694,0.055028773844242,0.720676064491272,0.2826365232467651,0.0491853207349777,0.6885101199150085,0.2865526676177978,0.0432190299034118,0.7547255754470825,0.2766586244106293,-0.0531710721552372,0.6756114363670349,0.251699686050415,-0.0203470345586538,0.6713688373565674,0.2830904722213745,0.0231632106006145,0.6876985430717468,0.2998219430446625,0.0485757775604724,0.7291467785835266,0.3073466122150421,-0.0801745578646659,0.6493178606033325,0.2944258749485016,-0.0270512010902166,0.6562236547470093,0.3291337788105011,0.0302133113145828,0.6775280237197876,0.339810848236084,0.0465480983257293,0.7016622424125671,0.348185658454895,-0.0962550416588783,0.6342965960502625,0.3365601897239685,-0.0430871956050396,0.6431190967559814,0.3691932260990143,-0.0046365465968847,0.6621149182319641,0.3820820748806,-0.0039250017143785,0.674354612827301,0.3918814659118652,-0.1086270660161972,0.624545693397522,0.3778599500656128,-0.0597189925611019,0.6377888321876526,0.4046210050582886,-0.0299765821546316,0.656151533126831,0.4160725772380829,-0.0266039371490478,1,0.13350088062246943
